"county","county_ascii","county_full","state_name","population","age_median","income_household_median","income_individual_median","home_ownership","home_value","rent_median","rent_burden","education_less_highschool","education_highschool","highschool_or_less","education_some_college","education_bachelors","education_graduate","education_college_or_above","education_stem_degree","unemployment_rate","poverty","health_uninsured"
"Hampden","Hampden","Hampden County","Massachusetts",467871,39,55429,28671,61.1,207699,906,39.1,14.2,30.7,44.90000057220459,28,16.5,10.6,27.1,42.1,5.8,16.4,3.1
"Onondaga","Onondaga","Onondaga County","New York",462872,39.1,61359,32772,64.7,144907,872,31,9,25.4,34.39999961853027,29.7,20,15.9,35.9,44.3,5.3,14.1,3.7
"Tulare","Tulare","Tulare County","California",461898,31,49687,22994,57.1,204506,942,34.1,29.2,25.5,54.70000076293945,30.7,9.8,4.8,14.6,42.3,9.5,23.8,8.1
"Prince William","Prince William","Prince William County","Virginia",461423,35.2,107132,43568,73.3,382325,1713,31.2,11.5,20,31.5,27.3,24.3,16.8,41.1,46.2,4.6,6.6,11.1
"Seminole","Seminole","Seminole County","Florida",461402,39.2,66768,32734,64.6,240885,1242,31.2,5.7,21.1,26.800000190734863,33.6,26.4,13.2,39.6,43.4,5,10.6,9.5
"Knox","Knox","Knox County","Tennessee",461104,37.4,57470,29660,64.3,183029,892,31.9,8.3,25.3,33.59999942779541,28.8,22.4,15.2,37.6,45.1,4.3,14.5,7.8
"Washoe","Washoe","Washoe County","Nevada",456936,38.4,64791,32659,58.3,332617,1074,28.9,11.4,23.5,34.89999961853027,34.3,19.2,11.7,30.9,46.8,5.3,11.3,9.4
"Ada","Ada","Ada County","Idaho",456849,37,66293,32937,69.3,270289,995,29.5,4.8,22.4,27.199999809265137,34.3,25.5,13,38.5,46.8,3.9,10.8,8.3
"Virginia Beach","Virginia Beach","Virginia Beach City","Virginia",450201,36.2,76610,37350,63.7,281049,1367,29.1,6.5,21,27.5,36.5,22.6,13.4,36,45.2,4.6,7.3,7.6
"Burlington","Burlington","Burlington County","New Jersey",445702,41.6,87416,41780,75.4,251432,1346,29.2,6.3,28.1,34.40000057220459,27.6,24.3,13.7,38,43.8,5.7,6.1,4.3
"York","York","York County","Pennsylvania",445565,41,66457,32447,74.9,178517,957,30.5,10.1,39.6,49.69999885559082,25.5,16.3,8.5,24.8,43.1,4.4,9.6,5.1
"Santa Barbara","Santa Barbara","Santa Barbara County","California",444829,33.8,74624,29657,52.1,579031,1643,36.9,19.1,17.8,36.89999961853027,29,20.2,14,34.2,51.5,5.8,13.5,10
"East Baton Rouge","East Baton Rouge","East Baton Rouge Parish","Louisiana",443763,34,54948,28441,59.8,193893,933,34.8,9.5,27.3,36.79999923706055,28.3,21.7,13.2,34.9,44.3,6.4,18,8.5
"Solano","Solano","Solano County","California",441829,38.1,81472,36273,61.5,406295,1592,33.7,11.6,23.8,35.39999961853027,37.7,18.6,8.3,26.9,47.9,6,9.5,4.7
"Jefferson","Jefferson","Jefferson Parish","Louisiana",434850,39.4,54032,29735,61.2,187700,972,33.1,14.3,30.8,45.09999942779541,28,17.8,9.1,26.9,41.5,5.3,15.5,11.4
"Monterey","Monterey","Monterey County","California",433410,34.4,71015,28207,51,516665,1495,33.4,28.5,20.3,48.79999923706055,26.5,14.8,9.9,24.7,48.2,4.9,13.1,9.8
"Pinal","Pinal","Pinal County","Arizona",432793,39.3,58174,28080,76.7,176059,1064,31.1,14.2,29.3,43.499999046325684,37,12.9,6.7,19.6,42.7,7.1,13.2,8.8
"Lucas","Lucas","Lucas County","Ohio",431102,37.8,48736,27602,59.7,115013,745,31.4,10.7,29.7,40.40000057220459,33.3,16.2,10.1,26.3,39.5,7.2,18.7,6
"Cameron","Cameron","Cameron County","Texas",421666,31.7,38758,19933,65.9,86336,733,35.5,32.1,26.4,58.49999809265137,24.2,12.1,5.2,17.3,37.9,5.8,28.9,28.4
"Dakota","Dakota","Dakota County","Minnesota",421453,37.9,86036,42103,74,265818,1174,29.6,4.9,20.4,25.299999713897705,32.4,29.1,13.1,42.2,43,3.6,6,3.5
"Sarasota","Sarasota","Sarasota County","Florida",419496,56.1,62236,31707,74.9,251442,1277,31.3,6.9,28.9,35.799999713897705,28.8,20.7,14.7,35.4,41.7,4.4,9,11
"Berks","Berks","Berks County","Pennsylvania",418025,39.9,63728,30695,71.5,179351,939,31.7,13.3,36.7,50.000000953674316,25.1,16.1,8.8,24.9,41,5.9,12,6
"Mobile","Mobile","Mobile County","Alabama",414114,37.9,47583,25908,64.5,127707,853,37.5,13.5,34,47.5,29.3,15.4,7.8,23.2,41.7,5.8,18.8,11.2
"Hillsborough","Hillsborough","Hillsborough County","New Hampshire",413035,40.7,81460,37887,66,274649,1191,30.6,7.9,25.8,33.69999933242798,28.2,24.3,13.8,38.1,47.8,4,7.8,6.2
"Richland","Richland","Richland County","South Carolina",411357,33.4,54767,27682,59.5,161408,972,33.6,8.5,22.5,31,29.9,23.1,16,39.1,41.5,6.5,16.2,9
"Clackamas","Clackamas","Clackamas County","Oregon",410463,41.5,80484,37878,71.1,394405,1295,31.2,6.6,21.2,27.80000066757202,34.7,24.1,13.3,37.4,46.8,4.5,8,5.3
"Genesee","Genesee","Genesee County","Michigan",407875,40.5,48588,26871,70,108932,767,32.7,9.4,31.6,41,37.8,13.5,7.7,21.2,39.4,9.3,18.9,5.5
"Charleston","Charleston","Charleston County","South Carolina",401165,37.8,64022,34431,61.6,312001,1190,33.8,8.3,22.7,31.000000953674316,25.3,27.9,15.7,43.6,43.2,3.7,13.7,10.7
"Waukesha","Waukesha","Waukesha County","Wisconsin",400475,43.2,87277,41242,76.3,282442,1046,26.2,3.8,22.7,26.500000715255737,29.1,29.1,15.3,44.4,43.7,2.9,4.8,2.7
"Loudoun","Loudoun","Loudoun County","Virginia",395134,36.2,142299,60126,78,509569,1870,28.8,6.1,12.4,18.499999523162842,20.2,35.5,25.8,61.3,52.7,3.2,3.4,5.7
"St. Charles","St. Charles","St. Charles County","Missouri",394290,38.6,84978,39314,80.6,218436,1041,25.8,5.2,24.6,29.800000190734863,31.3,24.7,14.1,38.8,40.2,2.9,5.2,4.5
"Pulaski","Pulaski","Pulaski County","Arkansas",392967,37.2,51749,30084,58.8,156759,861,30.7,9.6,26,35.60000038146973,30.1,20.7,13.6,34.3,42.7,4.7,16.8,7.9
"Orleans","Orleans","Orleans Parish","Louisiana",390845,36.8,41604,26095,48.3,231928,998,45.7,13.5,22.8,36.29999923706055,26.2,21.2,16.3,37.5,42,7.9,23.7,9.2
"Placer","Placer","Placer County","California",385512,42,89691,41130,71.9,470949,1542,32.9,5.5,18,23.5,36.8,26.4,13.3,39.7,46.2,4.2,7.7,4
"Manatee","Manatee","Manatee County","Florida",384213,48.3,59009,29551,72.9,227898,1144,32.9,10.3,30.1,40.40000057220459,29.9,18.2,11.6,29.8,41.2,5.9,11.8,12.2
"Orange","Orange","Orange County","New York",380085,37,79944,35300,66.9,269553,1259,35.6,10.3,29.3,39.59999942779541,30.2,17.4,12.9,30.3,42.1,4.3,11.6,4.8
"Butler","Butler","Butler County","Ohio",380019,36.7,66117,31637,68.1,174824,883,28.7,9.4,32.9,42.30000114440918,27.5,19.5,10.7,30.2,44.7,4.6,12.5,5.6
"Forsyth","Forsyth","Forsyth County","North Carolina",375195,38.4,51569,29380,61.6,159000,812,30.9,10.8,25.7,36.500000953674316,29.5,21.3,12.7,34,43.3,5.6,16.8,10.8
"Lane","Lane","Lane County","Oregon",373340,39.4,52426,26061,58.7,261344,989,35.7,8.1,23.2,31.30000114440918,38.2,18.4,12.1,30.5,46.7,6.9,17.6,7
"Allen","Allen","Allen County","Indiana",372575,35.9,54857,30325,68.4,128838,773,28.3,10.6,28.2,38.80000114440918,32.6,18.8,9.6,28.4,40,4.9,13.3,8.6
"Stark","Stark","Stark County","Ohio",372404,42.1,53860,27962,68.2,133999,741,28.8,8.4,38.2,46.60000038146973,30.6,14.5,8.3,22.8,38.6,5.4,13.6,5.7
"Collier","Collier","Collier County","Florida",371453,50.8,69653,31213,73.3,362108,1317,34.3,12.9,25.8,38.69999885559082,24.9,21.5,14.9,36.4,40.8,3.9,11.2,15.4
"Mercer","Mercer","Mercer County","New Jersey",367922,38.8,81057,35699,63.1,291067,1266,35.7,11.5,24.6,36.10000038146973,21.3,22,20.6,42.6,50.7,6.1,11.6,7.7
"Washtenaw","Washtenaw","Washtenaw County","Michigan",367000,33.6,72586,33914,61.1,263109,1114,31.6,4.7,14.6,19.300000190734863,24.7,26.3,29.6,55.9,56.2,4.2,14,3.5
"Lehigh","Lehigh","Lehigh County","Pennsylvania",365052,39.1,63897,30969,64.4,208137,1072,33.9,11,32.9,43.900001525878906,26.1,18,11.9,29.9,46.3,5.8,12.5,6.5
"Madison","Madison","Madison County","Alabama",362276,38.5,65449,32588,66.8,185325,857,29.3,8.3,20.6,28.90000057220459,28.3,26,16.8,42.8,50.9,5,12.5,8.3
"Nueces","Nueces","Nueces County","Texas",361540,35.5,55919,27335,58,136213,1017,30.9,17.2,29.3,46.5,31.7,14.2,7.6,21.8,42.4,5.7,16.6,17.1
"Hamilton","Hamilton","Hamilton County","Tennessee",360919,39.7,55070,29070,64,181034,868,31.5,10.5,26.9,37.39999961853027,30.4,20.7,11.5,32.2,41.8,4.9,12.8,8.8
"Brazoria","Brazoria","Brazoria County","Texas",360677,35.8,81447,40496,72.1,195077,1141,26.9,12.1,25.5,37.60000038146973,32.4,19.6,10.4,30,50.9,4.4,8.7,14
"Marion","Marion","Marion County","Florida",353526,48.7,45371,24501,75,136509,896,32.1,12.4,36.9,49.30000114440918,30.6,13.1,7.1,20.2,41.6,8.3,16.1,11.4
"Westmoreland","Westmoreland","Westmoreland County","Pennsylvania",352590,47,60471,31061,77.2,152464,721,27.8,5.6,36.9,42.500001430511475,28.3,18.6,10.5,29.1,45.2,4.1,10,3.4
"Osceola","Osceola","Osceola County","Florida",351955,35.9,52279,23483,61.6,200007,1228,37.1,13.3,31.3,44.59999942779541,33.7,15,6.8,21.8,43.4,5.3,14.8,14.5
"Anoka","Anoka","Anoka County","Minnesota",350253,38.5,82175,39688,80.1,231938,1118,28.9,6,27.9,33.89999961853027,35.6,21.6,8.9,30.5,43,3.5,5.9,3.9
"Bell","Bell","Bell County","Texas",348574,31,54884,29284,54.3,145115,927,27.8,9,26,35,39.9,16.4,8.7,25.1,40.3,7.6,13.9,12.1
"Lake","Lake","Lake County","Florida",345867,46.9,54513,27221,74.5,181241,1084,33.6,10.5,32.1,42.599998474121094,33.4,15.4,8.6,24,37.7,5.5,12,10.3
"Davis","Davis","Davis County","Utah",345767,31.1,83310,34554,77,290349,1105,25.9,4.4,21.2,25.600000858306885,36.7,25.7,12,37.7,41.6,2.7,5.4,6.5
"Larimer","Larimer","Larimer County","Colorado",344786,36,71881,32905,65,363210,1297,36.1,4.1,19,23.09999990463257,29.6,28,19.2,47.2,51,4.7,11.6,5.9
"Chesterfield","Chesterfield","Chesterfield County","Virginia",343551,38.9,82599,39276,75.8,241186,1251,29.5,7.7,23.6,31.300000190734863,28.3,25.1,15.4,40.5,42.9,4.9,6.8,7.6
"Marion","Marion","Marion County","Oregon",339641,36.6,59625,28340,60.2,245908,985,30.2,14.8,26.6,41.40000057220459,35.1,15.5,8,23.5,46.6,5.5,14.2,8
"Douglas","Douglas","Douglas County","Colorado",336041,38.7,119730,52910,79,468823,1725,27.3,1.9,12,13.899999976158142,28.1,37.2,20.8,58,45.5,2.9,3.1,2.8
"Galveston","Galveston","Galveston County","Texas",332885,37.7,73330,34255,67.5,197168,1078,30.5,11,24.9,35.89999961853027,33,20.5,10.7,31.2,48.9,6.2,12.4,13.9
"Cumberland","Cumberland","Cumberland County","North Carolina",332861,31.3,46875,26713,50.7,135966,941,32.8,9,25.9,34.89999961853027,39.5,16.7,8.8,25.5,38.8,8.5,18.4,9.9
"Horry","Horry","Horry County","South Carolina",332172,45.9,50704,25980,71.8,181386,959,32,10.4,32.5,42.89999961853027,33.5,15.3,8.3,23.6,37.6,6,15,13.8
"Somerset","Somerset","Somerset County","New Jersey",329838,41.7,113611,49614,75.8,430775,1594,29.6,5.5,20.3,25.799999237060547,19.6,29.6,25,54.6,53,4.6,5.1,5.3
"Henrico","Henrico","Henrico County","Virginia",327535,38.8,70307,37151,62.7,242570,1170,29.7,8.3,21.2,29.500000953674316,26.8,26.3,17.4,43.7,46.2,4.4,9.1,7.6
"Rockland","Rockland","Rockland County","New York",324422,36,93024,39095,68.3,442676,1504,40.3,11.8,22.5,34.30000019073486,24.6,22.4,18.7,41.1,43.7,5.5,13.9,5.6
"Hamilton","Hamilton","Hamilton County","Indiana",323117,37.1,98173,46631,76.9,263410,1176,24.7,3.2,14.9,18.09999966621399,22.5,37.3,22,59.3,43.2,2.8,4.6,4.4
"Boulder","Boulder","Boulder County","Colorado",322510,36.6,83019,36794,62.2,497170,1495,37,5,11.7,16.699999809265137,21.2,34,28.1,62.1,54.6,4.2,11.7,4.6
"Fayette","Fayette","Fayette County","Kentucky",320601,34.6,57291,30181,54.4,189927,896,30,8.8,19.6,28.40000057220459,28,24.4,19.3,43.7,45,5.1,16.8,6.8
"Howard","Howard","Howard County","Maryland",318855,38.8,121160,56447,73.2,455628,1716,28.3,4.5,13.5,18,19.5,31.1,31.5,62.6,56.1,3.8,5,3.9
"Luzerne","Luzerne","Luzerne County","Pennsylvania",317663,42.8,53473,28094,68,127229,785,30.1,10.2,39,49.19999980926514,28,14.1,8.7,22.8,42.6,5.8,14.7,5
"Rutherford","Rutherford","Rutherford County","Tennessee",315815,33.5,67429,32018,65.2,213111,1063,27.8,8.2,27.8,35.999999046325684,31.7,22.3,9.9,32.2,38.7,4.3,11.1,8.6
"Escambia","Escambia","Escambia County","Florida",313491,37.2,50915,26946,62,142410,983,31.4,9.5,27.2,36.70000076293945,36.7,17,9.5,26.5,41.1,6.2,14,10.3
"Lancaster","Lancaster","Lancaster County","Nebraska",313158,33.5,60527,31293,59.8,177596,852,28.1,6.3,21.5,27.800000190734863,32.6,24.8,14.8,39.6,39.4,3.2,12.5,7.2
"St. Lucie","St. Lucie","St. Lucie County","Florida",312947,45.1,52322,26425,73.2,184061,1185,33.9,13.7,33.2,46.90000057220459,31.5,13.9,7.7,21.6,40.3,5.7,13.3,13.7
"Durham","Durham","Durham County","North Carolina",311848,35.4,60958,34059,54.4,222145,1067,32.2,11.6,17.7,29.30000114440918,22.4,25.3,22.9,48.2,54.2,4.6,15.2,12
"St. Louis","St. Louis","St. Louis City","Missouri",308174,35.8,43896,28186,43.7,135770,828,32.2,12.2,23.9,36.09999942779541,27.5,19.7,16.6,36.3,43.4,7,21.8,10.8
"McHenry","McHenry","McHenry County","Illinois",307714,40.2,86799,39390,79.4,224108,1197,28.7,6.9,26.5,33.40000009536743,32.2,23.2,11.3,34.5,39.7,4.1,7,5.2
"Lorain","Lorain","Lorain County","Ohio",307670,41.8,58427,30222,72.3,151274,774,31.8,10.3,31,41.30000019073486,33.8,15.6,9.3,24.9,38.2,5.5,13.5,5.1
"Spartanburg","Spartanburg","Spartanburg County","South Carolina",307617,38.2,52332,26358,70.6,138682,794,29.8,14.3,29.3,43.59999942779541,31.9,15.6,8.9,24.5,42.9,5.5,14,10
"Albany","Albany","Albany County","New York",306968,37.8,66252,34723,56.4,222442,1022,30.5,7.9,23,30.90000009536743,27.4,21.4,20.4,41.8,48.8,4.5,11.9,3.1
"Rockingham","Rockingham","Rockingham County","New Hampshire",306359,44.5,93756,42549,77.7,324857,1228,28.6,4.9,25.4,30.299999713897705,28.3,25.7,15.8,41.5,45.8,3.2,4.6,4.4
"Weld","Weld","Weld County","Colorado",305345,34.4,74150,34305,72.9,298698,1085,29.7,11.9,27.3,39.19999885559082,33.2,18.6,9,27.6,44.2,4.1,10,7.9
"Lubbock","Lubbock","Lubbock County","Texas",304808,30.8,52429,26244,55.2,137522,940,34.3,13.8,25.6,39.40000057220459,30.4,18.9,11.3,30.2,41.4,3.8,18.9,13
"Northampton","Northampton","Northampton County","Pennsylvania",302809,42.2,70471,31975,71.4,220120,1078,32.5,9.1,34.5,43.60000038146973,26.1,19,11.3,30.3,43.6,4.8,8.6,4.6
"Dutchess","Dutchess","Dutchess County","New York",293754,42.2,81219,35996,68.8,281682,1220,34.3,8.9,26.8,35.69999885559082,29.2,19,16,35,45,5,9,4.7
"Anchorage","Anchorage","Anchorage Municipality","Alaska",293531,33.6,84928,38390,61.3,313091,1320,27.4,6.1,23.4,29.499999523162842,34.4,22.2,13.9,36.1,49.9,5.7,9,11.2
"Cumberland","Cumberland","Cumberland County","Maine",292307,42.2,73072,35560,69.3,277974,1131,32,4.9,22.2,27.100000858306885,25.4,29.2,18.4,47.6,45.3,3.1,9,5.8
"Gloucester","Gloucester","Gloucester County","New Jersey",291165,40.5,87283,39098,80.1,219681,1225,36.5,7.1,32,39.09999990463257,27.9,21.5,11.5,33,43.7,5.5,7.4,4.3
"Ingham","Ingham","Ingham County","Michigan",290587,32,52872,26089,58.5,134571,877,33.6,7.1,22,29.09999990463257,32.1,21.2,17.6,38.8,48.9,6.7,19.6,5.6
"Lexington","Lexington","Lexington County","South Carolina",290278,39.1,61173,32024,74.2,154865,917,29.6,10.4,28.2,38.60000038146973,31.1,19.5,10.8,30.3,40.3,5.2,12.5,9.5
"Leon","Leon","Leon County","Florida",289770,31,53106,27751,53,203251,1024,37.1,6.5,19,25.5,28.3,25.9,20.3,46.2,45.2,7.2,20.5,8.1
"Greene","Greene","Greene County","Missouri",289756,36,46086,26445,56,145821,767,30.2,8.2,28,36.19999980926514,33.3,19.4,11.1,30.5,38,3.8,16.4,10.7
"Chatham","Chatham","Chatham County","Georgia",288496,35.6,56842,28791,54.7,191567,1085,33.3,10.1,24.2,34.30000114440918,32.1,20.7,12.9,33.6,40,7.5,15.1,14.2
"Ottawa","Ottawa","Ottawa County","Michigan",286558,35.2,69314,30688,77.7,191066,898,27,7,28.2,35.20000076293945,30.7,22.9,11.2,34.1,40.5,3.5,8.5,3.8
"Winnebago","Winnebago","Winnebago County","Illinois",284819,39.7,54489,28400,65.9,119708,799,31.1,12.3,31.7,44.000000953674316,33.1,14.5,8.4,22.9,44.2,8.1,15.6,5.9
"Clayton","Clayton","Clayton County","Georgia",283538,32.5,47864,25655,49.5,107159,991,31.2,15.2,33.6,48.79999828338623,31.7,12.9,6.7,19.6,40.4,7.6,18.6,18.4
"San Luis Obispo","San Luis Obispo","San Luis Obispo County","California",282165,39.2,73518,31938,61.6,572591,1476,34.4,8.7,19.9,28.59999942779541,36,21.9,13.4,35.3,51.3,4,12.5,6
"Thurston","Thurston","Thurston County","Washington",279711,39,72003,37076,65.4,286064,1218,31.2,6.3,21.3,27.59999942779541,36.7,21.9,13.9,35.8,48.2,6.4,10.4,4.8
"Cleveland","Cleveland","Cleveland County","Oklahoma",279274,34.2,64016,31458,63.7,165343,926,28,8.2,24.7,32.90000057220459,33.7,20.8,12.6,33.4,41,4.3,12,9.5
"Dauphin","Dauphin","Dauphin County","Pennsylvania",275632,39.7,60715,33232,63.2,167507,949,29.1,10.2,33.2,43.40000057220459,25.8,19.2,11.6,30.8,45.6,4.7,12.3,5.3
"Santa Cruz","Santa Cruz","Santa Cruz County","California",273962,37.8,82234,31174,60.1,753478,1717,39.3,13.7,15.5,29.199999809265137,30,23.8,17.1,40.9,53.3,5.7,13.1,5.1
"Erie","Erie","Erie County","Pennsylvania",273835,39.7,51529,26585,66.1,133958,753,31.2,8.7,38.5,47.19999980926514,24.9,17.9,10,27.9,41.6,5.4,16,4.6
"Webb","Webb","Webb County","Texas",273526,28.8,46475,21894,62.2,124306,844,34.8,32.4,25.3,57.70000076293945,23.3,13.7,5.3,19,34.9,4.9,27.5,27.7
"Merced","Merced","Merced County","California",271382,31.1,53672,24873,52.2,251734,1021,31.6,30.9,25.3,56.19999885559082,30.1,9.1,4.7,13.8,44.3,11.9,21.2,8.3
"St. Joseph","St. Joseph","St. Joseph County","Indiana",270216,36.6,52769,27208,68.2,128446,793,31.3,11.5,30.7,42.20000076293945,28.2,17.9,11.7,29.6,40.7,4.5,15.5,8.2
"New London","New London","New London County","Connecticut",267390,41.4,73490,35785,66.4,241739,1130,31.1,7.7,29.5,37.19999980926514,29.5,18.4,15,33.4,51.3,5.9,9.4,4
"Atlantic","Atlantic","Atlantic County","New Jersey",266105,41.7,62110,30123,67.1,217352,1120,40.1,13,32,45,26.9,18.6,9.6,28.2,42.1,8.4,13.3,8.1
"Kitsap","Kitsap","Kitsap County","Washington",265882,39.1,75411,36449,67.8,329802,1249,30,5.2,22.2,27.40000057220459,39.4,21.7,11.5,33.2,48.7,4.6,8.7,4.7
"York","York","York County","South Carolina",265872,38.7,65361,32174,72,201728,980,30.2,9.2,25.1,34.30000019073486,32.4,22.4,10.9,33.3,39.5,5.1,10.5,8.1
"Benton","Benton","Benton County","Arkansas",265759,35.4,66362,33141,66.6,182869,903,23,11.4,29.2,40.60000038146973,26.1,22,11.4,33.4,41.4,2.4,9.4,8.9
"Alachua","Alachua","Alachua County","Florida",265443,31.6,49689,25648,55,184182,983,39.8,7.4,21.2,28.600000858306885,28.1,22.2,21.1,43.3,55.4,5.1,21.4,8.4
"Madison","Madison","Madison County","Illinois",264776,40.2,60738,31555,71.4,135061,824,32.2,7.5,29.8,37.29999923706055,35.8,16.7,10.1,26.8,42.4,6,13.2,5
"Kalamazoo","Kalamazoo","Kalamazoo County","Michigan",262745,34.4,56511,27981,64,158627,812,28.7,6.4,22,28.40000009536743,32.8,23.1,15.7,38.8,43.1,5.5,14.9,5.4
"St. Clair","St. Clair","St. Clair County","Illinois",262338,38.6,55179,30310,65.2,128273,861,33.9,8.9,28.1,37,34.9,16.4,11.6,28,38.8,6.7,14.8,6.2
"Brown","Brown","Brown County","Wisconsin",261368,37.4,62340,32799,64.8,175383,795,25.4,7.9,29.9,37.799999713897705,31.9,21.2,9.1,30.3,41.7,3,9.8,5.5
"Marin","Marin","Marin County","California",259943,46.8,115246,52866,63.7,998406,2069,33.6,6.7,10.5,17.199999809265137,23.3,34.3,25.2,59.5,47.2,3.7,7.2,3.5
"Buncombe","Buncombe","Buncombe County","North Carolina",256886,42.2,52207,28525,63.4,236655,975,32.7,8.9,23.2,32.10000038146973,27.7,24.8,15.3,40.1,43.7,3.2,12.2,10.7
"Washington","Washington","Washington County","Minnesota",255938,39.5,96671,44418,81.1,289176,1307,31,3.9,21,24.90000009536743,30.8,28.4,15.9,44.3,45.2,2.5,4.3,3
"St. Tammany","St. Tammany","St. Tammany Parish","Louisiana",255155,40.2,68905,31566,78.4,216536,1086,35.9,9.5,26.6,36.10000038146973,30.1,21.9,11.9,33.8,42,5.5,11.5,7.9
"Jefferson","Jefferson","Jefferson County","Texas",254340,36.2,51248,27672,61.1,110829,871,30,15.8,31.9,47.69999980926514,32.6,13.4,6.3,19.7,43,4.9,17.7,19.9
"Harford","Harford","Harford County","Maryland",252222,40.9,89147,41771,78.7,293264,1257,31,7.3,26,33.30000019073486,30,21.3,15.4,36.7,48.2,4.2,7.2,3.4
"Weber","Weber","Weber County","Utah",251498,32.7,67244,31248,73.4,219881,891,27,9.4,29.6,39,36.6,17,7.5,24.5,43.2,3.7,10.2,8.9
"Frederick","Frederick","Frederick County","Maryland",251422,39.1,97730,43752,75.2,331060,1422,31,7.5,24.1,31.600000381469727,27,23.2,18.2,41.4,49.6,4.2,6.8,4.5
"McLennan","McLennan","McLennan County","Texas",251089,33.3,49778,25390,59.2,138196,871,33.6,15.1,27,42.10000038146973,33.6,15.5,8.8,24.3,37.7,4.2,19.2,14.5
"Yakima","Yakima","Yakima County","Washington",249697,33,51637,25527,62.7,176599,825,28.2,26.3,28.1,54.39999961853027,28.9,10.1,6.5,16.6,42.7,6.4,17.4,13.1
"Cumberland","Cumberland","Cumberland County","Pennsylvania",249328,40.6,71269,35935,70.3,203831,991,27.2,7.7,32,39.69999980926514,23.8,22.6,14,36.6,43.6,3.4,6.9,5.5
"Cherokee","Cherokee","Cherokee County","Georgia",247515,38.7,82740,36920,76.8,253095,1241,29.4,7.9,22.4,30.299999713897705,31.5,26.4,11.8,38.2,38.3,3.7,7.5,10.8
"Caddo","Caddo","Caddo Parish","Louisiana",245831,37.7,41797,23699,59.8,143934,797,39.3,13,33.7,46.70000076293945,29.8,14.6,9,23.6,40.8,6.8,23.3,9.3
"St. Johns","St. Johns","St. Johns County","Florida",244674,43.7,82252,36462,80.4,304985,1312,31.8,5.2,21.4,26.59999942779541,28.7,28.1,16.6,44.7,42.8,4.6,8.2,8
"Norfolk","Norfolk","Norfolk City","Virginia",244601,30.7,51590,26694,43.4,206408,1059,34,12,25.6,37.60000038146973,33.6,17.7,11.1,28.8,48.1,7.6,18.7,11.9
"Clay","Clay","Clay County","Missouri",242516,37.1,70510,35437,68.7,175982,965,26.6,6.7,28.4,35.09999942779541,31.8,22.4,10.8,33.2,39.4,3.9,8.2,7.5
"Lafayette","Lafayette","Lafayette Parish","Louisiana",241973,35.2,56999,29443,64.8,184362,874,32.4,11.4,30.4,41.79999923706055,25.2,22.8,10.2,33,39.7,5,17.3,9.2
"Chesapeake","Chesapeake","Chesapeake City","Virginia",239982,36.9,78640,37511,71.4,273166,1279,33.5,7.9,24,31.90000009536743,34.9,20.7,12.4,33.1,44.5,4.7,8.6,7.3
"Hinds","Hinds","Hinds County","Mississippi",238797,34.8,44625,24851,58,115941,869,35.7,12.5,25,37.5,33.5,17,12,29,38.7,9.3,21.3,12.4
"Arlington","Arlington","Arlington County","Virginia",233464,34.7,120071,70148,42.7,705328,1970,25.7,5.7,7.8,13.5,11.2,35,40.3,75.3,52.7,2.7,6.8,5.9
"Washington","Washington","Washington County","Arkansas",232289,32,50451,27431,52.6,174775,794,28.7,15,25.7,40.70000076293945,26,20.1,13.2,33.3,40.4,4.8,16.4,11.6
"Union","Union","Union County","North Carolina",231053,38.2,80033,34405,81.3,240015,1030,27.6,10.4,24.6,35,29.7,24.1,11.3,35.4,39.7,4.6,8.2,9
